35651.6328 	 0.0010 
8343.9443 	 0.0010 
23339.4355 	 0.0050 
28254.3984 	 0.0170 
32520.4473 	 0.0510 
24975.7754 	 0.0050 
28835.3789 	 0.0180 
34600.4688 	 0.0320 
23706.3145 	 0.0050 
23016.7227 	 0.0060 
24027.1914 	 0.0040 
15944.3740 	 0.0060 
112435.1953 	 0.0030 
47333.4531 	 0.0090 
63414.6523 	 0.0160 
101844.8281 	 0.0130 
60780.4883 	 0.0140 
84247.2578 	 0.0200 
1350.4675 	 0.0040 
2490.8489 	 0.0320 
709.0098 	 0.0020 
